Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
16/10/2014,1.8,-21.09,21.2,20.7,-28108.512,2.5
17/10/2014,0,-21.16,21.5,20.9,-28591.488,2.5
18/10/2014,0,-21.2,21.3,21.3,-29205.792,2.5
19/10/2014,0,-21.24,19.4,19.2,-29060.64,2.5
20/10/2014,0,-21.2,18.6,18,-27886.464,2.5
21/10/2014,0,-21.16,18.8,18.2,-27777.6,2.5
22/10/2014,3.7,-21.13,14.5,14,-27223.776,2.6
23/10/2014,3.1,-21.21,8.5,8.2,-27205.632,2.6
24/10/2014,0,-21.25,13.4,13.1,-27458.784,2.6
25/10/2014,0,-21.33,12.6,11.9,-29194.56,2.6
26/10/2014,0,-21.39,11.4,11.3,-29018.304,2.6
27/10/2014,0,-21.38,11.5,11.1,-28702.08,2.6
28/10/2014,0,-21.38,11.5,12.4,-29096.064,2.6
29/10/2014,0,-21.35,11,10.7,-28067.904,2.6
30/10/2014,0,-21.38,11.4,11.2,-27228.096,2.6
31/10/2014,0,-21.41,11.8,11.2,-28843.776,2.6
1/11/2014,0,-21.44,13.1,12.9,-30274.56,2.6
2/11/2014,0,-21.43,10.2,10.3,-29068.416,2.6
3/11/2014,0,-21.39,11.1,10.5,-27201.312,2.7
4/11/2014,0,-21.35,15.7,14.4,-29502.144,2.8
5/11/2014,17.8,-21.3,17.8,17.2,-23518.08,2.9
6/11/2014,36.3,-21.47,15.1,14.9,-19879.776,3
7/11/2014,7.6,-21.4,14.5,14.3,-28427.328,3
8/11/2014,0,-21.44,14.9,14.9,-30382.56,3
9/11/2014,0.1,-21.46,15.4,14.8,-28936.224,3
10/11/2014,1.7,-21.45,14.4,13.6,-27269.568,3
11/11/2014,0.1,-21.34,13.2,13,-27185.76,3
12/11/2014,3.3,-21.31,12.3,12,-27076.032,2.9
13/11/2014,0,-21.34,13.8,13.6,-28190.592,2.7
14/11/2014,0,-21.45,11.4,11.3,-28731.456,2.7
15/11/2014,4.5,-21.4,12.6,12.4,-28706.4,2.7
16/11/2014,19.4,-21.4,12.8,12.3,-26839.296,2.9
17/11/2014,32.8,-21.36,10.2,9.7,-26764.992,3.4
18/11/2014,0.1,-21.41,13.1,12.2,-28253.664,3.6
19/11/2014,1.2,-21.43,11.4,11.3,-26865.216,3.7
20/11/2014,0.1,-21.54,5.6,5.3,-26420.256,3.6
21/11/2014,0,-21.5,6.6,6.2,-25557.984,3.4
22/11/2014,0,-21.47,11.7,11.5,-28321.92,3.3
23/11/2014,0,-21.47,10.6,10.7,-26297.568,3.3
24/11/2014,0.1,-21.47,8.5,8.2,-25584.768,3.1
25/11/2014,0.1,-21.46,9.2,9.3,-26904.96,2.9
26/11/2014,0.7,-21.45,12.3,12,-27803.52,2.9
27/11/2014,14.6,-21.43,12.3,11.8,-27189.216,3
28/11/2014,0.1,-21.44,9.6,9.5,-28791.936,3.1
29/11/2014,0.9,-21.51,9.8,9.9,-30163.968,3
30/11/2014,0.2,-21.44,13.8,13.7,-28543.104,3
1/12/2014,0.7,-21.38,15.2,15.1,-27161.568,3
2/12/2014,0.3,-21.42,9.8,9.8,-26842.752,3
3/12/2014,5.2,-21.4,12.1,12.6,-25772.256,3
4/12/2014,32.6,-21.44,12.2,12.3,-27050.976,3.1
5/12/2014,0.6,-21.46,9.6,9.3,-27669.6,3.1
6/12/2014,0.1,-21.47,10,9.4,-27836.352,3.1
7/12/2014,3.2,-21.43,9.8,9.2,-26525.664,3.1
8/12/2014,0,-21.43,8.2,7.7,-26684.64,3
9/12/2014,0,-21.44,7.6,7,-26166.24,3
10/12/2014,0,-21.49,7.7,7.3,-28184.544,2.9
11/12/2014,0,-21.48,3.9,4.4,-27779.328,2.9
12/12/2014,0,-21.48,2.6,3.1,-27243.648,2.9
13/12/2014,0,-21.42,9.4,8.8,-27381.024,2.9
14/12/2014,0,-21.39,10.6,10.4,-26603.424,2.9
15/12/2014,1.6,-21.38,9.5,9.3,-26828.928,2.9
16/12/2014,1.7,-21.28,8.9,8.7,-26122.176,2.9
17/12/2014,1.5,-21.3,9.3,9,-27498.528,3
18/12/2014,0,-21.36,7.3,7.1,-26527.392,3
19/12/2014,0.1,-21.38,6.2,6.5,-27195.264,2.9
20/12/2014,0,-21.35,6.5,6.4,-28705.536,2.9
21/12/2014,0,-21.34,6.7,7.7,-25728.192,2.9
22/12/2014,0,-21.35,7.6,7.5,-26872.128,2.8
23/12/2014,0,-21.33,9.8,9.3,-27648.864,2.9
24/12/2014,0,-21.28,10.1,9.6,-27725.76,2.8
25/12/2014,0,-21.17,9.8,9.2,-22263.552,2.8
26/12/2014,0,-21.08,7.2,6.7,-22132.224,2.8
27/12/2014,14.2,-21.1,3.6,3.3,-27508.896,2.8
28/12/2014,1.2,-21.03,3.9,3.7,-25790.4,3
29/12/2014,0,-21.21,2.4,2.3,-27063.936,3
30/12/2014,0,-21.27,0.5,0.2,-27514.08,2.9
31/12/2014,0.1,-21.29,-0.1,-0.5,-30247.776,2.9
1/1/2015,0,-21.32,3.4,3.4,-28664.064,2.9
2/1/2015,0,-21.24,6.1,5.9,-27330.048,2.8
3/1/2015,0,-21.22,5.4,5.4,-29812.32,2.9
4/1/2015,0,-21.18,11,11,-28280.448,2.8
5/1/2015,0,-21.27,4.9,4.6,-28127.52,2.8
6/1/2015,0,-21.14,3.2,3.4,-25876.8,2.8
7/1/2015,0,-21.2,5.8,5.3,-27009.504,2.9
8/1/2015,0,-21.24,7.4,7.4,-28740.096,2.8
9/1/2015,0,-21.23,8.9,8.2,-28386.72,2.8
10/1/2015,0,-21.16,7.8,7.4,-28502.496,2.8
11/1/2015,0,-21.06,11.9,10.7,-26857.44,2.8
12/1/2015,0,-21.22,5.6,5.1,-26936.064,2.8
13/01/2015,0,-21.21,3.1,3.7,-27795.744,2.8
14/01/2015,0,-21.14,6.5,5.7,-27082.944,2.8
15/01/2015,0,-21.13,7.3,7.6,-27123.552,2.7
16/01/2015,0,-21.11,6.9,6.9,-27375.84,2.8
17/01/2015,0,-21.08,12.1,11.6,-28178.496,2.8
18/01/2015,0,-21.09,8.6,8.2,-27183.168,2.7
19/01/2015,0,-21.09,3.9,4.5,-26663.904,2.7
20/01/2015,2.1,-21.02,6.6,6.3,-24492.672,2.8
21/01/2015,3.1,-21.04,7.9,7.9,-25954.56,2.7
22/01/2015,4.7,-21.05,8.2,8,-26753.76,2.8
23/01/2015,0.2,-21.04,9.3,8.9,-28179.36,2.8
24/01/2015,0,-21.1,8.2,7.5,-27565.056,3
25/01/2015,0,-21.13,6.4,5.8,-27349.056,3
26/01/2015,0,-21.18,4.9,4.3,-26827.2,3
27/01/2015,0,-21.17,2.8,3.1,-26647.488,3
28/01/2015,0,-21.15,3,2.9,-26075.52,2.9
29/01/2015,1.9,-21.08,2,1.7,-24355.296,2.9
30/01/2015,16.3,-20.88,6.8,6.6,-25964.928,2.9
31/01/2015,3.5,-21.02,5.2,4.9,-27420.768,3.6
1/2/2015,5.5,-21.09,3.1,2.5,-26764.128,3.1
2/2/2015,0,-21.16,1,0.7,-25234.848,3.1
3/2/2015,1.2,-21.1,3.4,2.8,-24395.904,3
4/2/2015,8.4,-21.04,5.9,5.5,-24389.856,3.2
5/2/2015,21.4,-21,6.1,6.7,-24301.728,3.5
6/2/2015,9.2,-21.04,5.8,5.3,-27349.056,3.7
7/2/2015,0,-21.23,5.5,5,-28607.04,3.7
8/2/2015,0.5,-21.15,2.7,3.3,-27031.104,3.5
9/2/2015,0,-21.23,3,2.7,-26802.144,3.3
10/2/2015,0,-21.18,6.8,7.1,-26698.464,3.2
11/2/2015,0,-21.14,8.8,8.3,-25692.768,3.1
12/2/2015,0,-21.12,6.2,6.6,-25467.264,3.1
13/02/2015,0,-21.09,5.8,5.6,-24534.144,3.1
14/02/2015,1.7,-21.06,7.7,7.1,-26263.008,3
15/02/2015,0,-21,6.5,6.1,-24865.92,3
16/02/2015,0,-21.01,8.8,9,-25602.048,3
17/02/2015,0,-21.09,9.4,10.2,-27070.848,3
18/02/2015,0,-21.17,7.8,7.1,-26960.256,3
19/02/2015,0,-21.16,5.3,5.8,-28061.856,2.9
20/02/2015,0,-21.09,5.2,5.4,-26373.6,2.9
21/02/2015,1.8,-20.99,7.8,7.2,-27526.176,2.9
22/02/2015,2.8,-20.87,8.6,8.1,-25089.696,2.9
23/02/2015,0.1,-20.91,9.9,9,-25121.664,2.9
24/02/2015,1.9,-20.86,10.7,9.8,-25072.416,2.9
25/02/2015,0,-20.92,9.2,8.6,-24996.384,3.3
26/02/2015,0,-20.97,9.5,8.7,-24826.176,3.4
27/02/2015,0,-20.92,8.6,8.7,-25925.184,3.1
28/02/2015,0,-20.99,8,8.1,-27867.456,3
1/3/2015,0,-20.95,7.8,7.7,-24647.328,3
2/3/2015,0.7,-20.89,11.2,10.6,-23424.768,3
3/3/2015,0,-20.84,13.8,13.2,-23256.288,3
4/3/2015,12,-20.89,9.7,8.6,-24155.712,3
5/3/2015,15.6,-20.82,5.3,4.9,-22929.696,3.4
6/3/2015,6.1,-20.9,5.7,5.7,-24036.48,3.8
7/3/2015,0,-20.92,7.2,6.9,-25748.928,3.5
8/3/2015,0,-20.83,8.2,7.9,-24045.984,3.3
9/3/2015,0,-20.81,8.4,8.2,-23755.68,3.2
10/3/2015,0,-20.85,6.8,7,-24982.56,3.1
11/3/2015,0,-20.84,8.4,8.1,-25937.28,3.1
12/3/2015,0,-20.8,8.4,7.7,-24983.424,3.1
13/03/2015,0,-20.75,8,7.1,-24489.216,3
14/03/2015,0,-20.79,7.8,7.4,-25852.608,3
15/03/2015,10.1,-20.75,8.1,7.6,-22940.928,3
16/03/2015,15.9,-20.75,8.9,8.6,-23370.336,3.1
17/03/2015,3.7,-20.78,11.5,11,-23728.032,3.3
18/03/2015,0,-20.84,11.6,11.6,-26795.232,3.2
19/03/2015,0,-20.84,10.1,10.1,-24663.744,3.1
20/03/2015,0,-20.84,10,10.4,-21949.056,3.1
21/03/2015,0,-20.8,9.2,8.5,-25881.12,3
22/03/2015,0.5,-20.74,9,8.3,-23792.832,3
23/03/2015,0,-20.71,13.8,12.8,-24558.336,3
24/03/2015,0,-20.71,13.9,13.5,-25422.336,2.9
25/03/2015,21.6,-20.54,12.6,12.2,-22304.16,3
26/03/2015,1.6,-20.68,14.9,14.3,-27416.448,3.5
27/03/2015,5.6,-20.77,10.7,10.3,-27026.784,3.5
28/03/2015,0,-20.78,11.8,11,-26843.616,3.4
29/03/2015,0,-20.73,11.6,11.1,-26312.256,3.2
30/03/2015,0,-20.67,14.5,13.6,-24852.96,3.1
31/03/2015,0,-20.67,14.8,13.7,-26127.36,3.1
1/4/2015,0,-20.7,15.6,15,-27446.688,3.1
2/4/2015,0,-20.66,12.2,11.2,-24678.432,3
3/4/2015,0,-20.73,10.9,10.2,-27033.696,3
4/4/2015,3,-20.65,10.6,9.7,-27043.2,3
5/4/2015,0.3,-20.57,8.6,7.5,-22579.776,3.1
6/4/2015,0,-20.56,7.9,6.9,-21386.592,3
7/4/2015,0.6,-20.67,6.2,5.3,-25584.768,3
8/4/2015,0,-20.62,9.1,7.9,-24858.144,2.9
9/4/2015,0,-20.64,11.4,10.4,-25801.632,2.9
10/4/2015,0,-20.62,12.8,12.1,-27568.512,2.9
11/4/2015,0,-20.64,11.9,10.8,-27863.136,2.9
12/4/2015,0,-20.58,14.1,13.1,-26667.36,2.9
13/04/2015,0,-20.58,15.3,14.6,-28042.848,2.8
14/04/2015,0,-20.57,16.4,15.2,-27676.512,2.8
15/04/2015,0,-20.56,17,16.2,-27789.696,2.8
16/04/2015,0,-20.58,17.1,15.9,-28295.136,2.8
17/04/2015,0.3,-20.54,14.7,13.5,-26863.488,2.8
18/04/2015,0,-20.45,14.7,13.7,-26576.64,2.8
19/04/2015,0.2,-20.52,13.2,12.1,-27557.28,2.8
20/04/2015,0,-20.48,13.3,12.9,-25734.24,2.8
21/04/2015,0,-20.58,15.7,14.7,-29480.544,2.8
22/04/2015,0,-20.61,16,14.9,-29047.68,2.7
23/04/2015,0,-20.51,15.8,14.1,-28069.632,2.7
24/04/2015,0,-20.39,16.9,11.7,-28075.68,2.7
25/04/2015,0,-20.41,16.8,0,-29100.384,0
26/04/2015,0,-20.35,17.1,0,-27154.656,0
27/04/2015,2.7,-20.26,15.6,0,-24995.52,0
28/04/2015,10.2,-20.23,12.7,0,-25657.344,0
29/04/2015,0.4,-20.28,15.8,0,-26785.728,0
30/04/2015,0.6,-20.28,15.6,0,-26477.28,0
1/5/2015,0,-20.23,15.7,0,-27179.712,0
2/5/2015,0.4,-20.17,18.8,0,-25064.64,0
3/5/2015,0,-20.2,19.4,0,-27105.408,0
4/5/2015,0,-20.23,21.5,0,-28057.536,0
5/5/2015,0,-20.24,23.2,0,-29104.704,0
6/5/2015,0,-20.26,22.2,0,-29703.456,0
7/5/2015,0,-20.26,21.3,0,-29380.32,0
8/5/2015,0,-20.31,19.9,0,-30075.84,0
9/5/2015,0,-20.33,20.2,0,-30513.888,0
10/5/2015,0,-20.37,21.3,0,-31071.168,0
11/5/2015,0,-20.37,20.3,0,-29198.016,0
12/5/2015,0,-20.38,21.3,0,-30258.144,0
13/05/2015,0,-20.4,21.1,0,-31345.92,0
14/05/2015,0,-20.33,20.6,0,-30297.888,0
15/05/2015,0,-20.33,21.5,0,-31325.184,0
16/05/2015,0,-20.4,17.7,0,-30407.616,0
17/05/2015,0,-20.36,22.8,0,-29692.224,0
18/05/2015,0,-20.38,22.8,0,-31958.496,0
19/05/2015,0,-20.44,23,0,-33829.92,0
20/05/2015,0,-20.45,20.9,0,-30045.6,0
21/05/2015,0,-20.44,18.1,0,-29742.336,0
22/05/2015,52,-20.39,11.1,0,-26298.432,0
23/05/2015,10.4,-20.36,13.1,0,-27857.952,0
24/05/2015,0.6,-20.33,15.1,0,-25519.968,0
25/05/2015,0,-20.3,16.5,0,-25574.4,0
26/05/2015,8.7,-20.34,16.8,0,-23598.432,0
27/05/2015,0,-20.36,16.3,0,-23870.592,0
28/05/2015,0,-20.39,17.3,0,-24709.536,0
29/05/2015,0,-20.4,19.6,0,-25536.384,0
30/05/2015,0,-20.38,20.4,0,-24415.776,0
31/05/2015,0,-20.35,21.3,0,-21479.904,0
1/6/2015,0,-20.37,22.2,0,-23970.816,0
2/6/2015,0,-20.4,23.5,0,-24921.216,0
3/6/2015,0,-20.47,24.2,0,-26434.944,0
4/6/2015,0,-20.55,24.6,0,-27652.32,0
5/6/2015,0,-20.53,25.8,0,-27306.72,0
6/6/2015,0,-20.58,25.6,0,-27508.896,0
7/6/2015,0,-20.62,24.7,0,-27693.792,0
8/6/2015,0,-20.6,22.4,0,-26258.688,0
9/6/2015,5.2,-20.6,21.4,0,-24595.488,0
10/6/2015,0,-20.61,22.9,0,-25284.96,0
11/6/2015,0,-20.49,23.9,0,-26231.04,0
12/6/2015,0,-20.49,24.2,0,-25068.096,0
13/06/2015,0,-20.51,24.8,0,-26728.704,0
14/06/2015,0.4,-20.42,22.5,0,-21347.712,0
15/06/2015,0,-20.36,22.7,0,-19239.552,0
16/06/2015,0,-20.37,23.6,0,-21288.96,0
17/06/2015,7,-20.37,19.6,0,-20734.272,0
18/06/2015,0,-20.44,19.9,0,-24185.952,0
19/06/2015,1.3,-20.44,20.7,0,-22451.904,0
20/06/2015,0.5,-20.44,21.1,0,-20228.832,0
21/06/2015,0,-20.45,20.8,0,-18681.408,0
22/06/2015,0,-20.45,22.4,0,-20934.72,0
23/06/2015,0,-20.47,24.2,0,-22289.472,0
24/06/2015,15.1,-20.49,21,0,-20348.064,0
25/06/2015,0,-20.47,20.7,0,-20647.872,0
26/06/2015,0,-20.51,21.8,0,-22751.712,0
27/06/2015,0,-20.55,23.6,0,-24131.52,0
28/06/2015,0,-20.59,25,0,-23143.968,0
29/06/2015,0,-20.67,24.3,0,-24166.08,0
30/06/2015,0,-20.7,25.8,0,-23764.32,0
1/7/2015,0,-20.73,26.5,0,-24380.352,0
2/7/2015,0,-20.79,28.2,0,-24616.224,0
3/7/2015,0,-20.85,28.9,0,-26137.728,0
4/7/2015,0,-20.9,28.7,0,-26865.216,0
5/7/2015,0,-20.9,29.3,0,-25206.336,0
6/7/2015,0,-20.93,30.5,0,-26646.624,0
7/7/2015,0,-20.98,30.9,0,-27395.712,0
8/7/2015,0,-21.01,29.9,0,-27727.488,0
9/7/2015,0,-21.06,27.9,0,-27482.112,0
10/7/2015,0,-21.14,26.9,0,-26416.8,0
11/7/2015,0,-21.13,27.1,0,-25650.432,0
12/7/2015,0,-21.14,28.6,0,-25368.768,0
13/07/2015,0.8,-21.15,28.6,0,-26046.144,0
14/07/2015,0,-21.21,29.7,0,-27841.536,0
15/07/2015,0,-21.29,30.6,0,-28728.864,0
16/07/2015,0,-21.35,31.3,0,-28376.352,0
17/07/2015,0,-21.42,30.5,0,-28207.872,0
18/07/2015,0,-21.53,31.1,0,-27414.72,0
19/07/2015,0,-21.57,30.8,0,-25500.096,0
20/07/2015,0,-21.56,30.9,0,-25850.016,0
21/07/2015,0,-21.64,31.1,0,-28160.352,0
22/07/2015,1.2,-21.62,27.5,0,-27399.168,0
23/07/2015,0,-21.47,28,0,-22892.544,0
24/07/2015,0,-21.57,27.8,0,-26853.984,0
25/07/2015,0.7,-21.57,25.5,0,-23505.12,0
26/07/2015,0,-21.44,28,0,-18931.968,0
27/07/2015,0,-21.52,27.6,0,-24515.136,0
28/07/2015,0,-21.59,28.5,0,-26398.656,0
29/07/2015,0,-21.66,28.1,0,-26218.08,0
30/07/2015,0.3,-21.69,28.3,0,-26103.168,0
31/07/2015,0,-21.7,26.6,0,-25887.168,0
1/8/2015,0,-21.71,27.4,0,-25680.672,0
2/8/2015,2.5,-21.79,26.4,0,-24391.584,0
3/8/2015,0,-21.7,27,0,-23098.176,0
4/8/2015,0,-21.77,28.5,0,-24751.872,0
5/8/2015,0,-21.82,29.8,0,-27578.88,0
6/8/2015,0,-21.88,29.6,0,-27463.968,0
7/8/2015,0,-21.92,30.4,0,-27449.28,0
8/8/2015,0.9,-21.99,29.4,0,-28468.8,0
9/8/2015,12.5,-21.97,26,0,-24516.864,0
10/8/2015,2.4,-21.83,21.9,0,-19692.288,0
11/8/2015,0,-21.86,25,0,-24516.864,0
12/8/2015,0,-21.89,27.3,0,-26351.136,0
13/08/2015,0,-21.93,28,0,-27103.68,0
14/08/2015,0,-21.94,28.5,0,-27241.92,0
15/08/2015,2.4,-21.95,25.4,0,-24745.824,0
16/08/2015,7.6,-21.8,21.1,0,-18365.184,0
17/08/2015,0.2,-21.85,22.3,0,-22640.256,0
18/08/2015,0.2,-21.9,23.6,0,-25101.792,0
19/08/2015,9.5,-21.93,21.1,0,-24729.408,0
20/08/2015,0,-22.14,21.2,0,-32542.56,0
21/08/2015,0,-22.19,22,0,-27593.568,0
22/08/2015,0,-22.09,21.9,0,-25788.672,0
23/08/2015,0,-22.09,22.8,0,-26555.04,0
24/08/2015,5,-22.1,23.4,0,-25060.32,0
25/08/2015,0,-22.07,25.5,0,-25945.056,0
26/08/2015,0,-22.1,24.1,0,-25084.512,0
27/08/2015,0,-22.13,26.2,0,-27209.088,0
28/08/2015,0,-22.21,26.8,0,-28353.024,0
29/08/2015,0,-22.25,27.7,0,-27911.52,0
30/08/2015,0,-22.27,28.3,0,-27308.448,0
31/08/2015,0,-22.28,27.6,0,-28482.624,0
1/9/2015,0,-22.31,26.6,0,-28415.232,0
2/9/2015,0,-22.33,25.9,0,-27812.16,0
3/9/2015,0,-22.32,25.6,0,-28426.464,0
4/9/2015,0,-22.25,24.4,0,-28052.352,0
5/9/2015,5.8,-22.2,23.2,0,-26168.832,0
6/9/2015,0,-22.25,21.3,0,-25569.216,0
7/9/2015,0,-22.29,21.1,0,-26692.416,0
8/9/2015,0,-22.33,20.8,0,-27668.736,0
9/9/2015,0,-22.3,19,0,-26678.592,0
10/9/2015,0,-22.33,19.5,0,-26548.128,0
11/9/2015,0,-22.39,19.9,0,-27545.184,0
12/9/2015,0,-22.4,21.4,0,-27476.064,0
13/09/2015,3.3,-22.4,18.7,0,-25085.376,0
14/09/2015,0.6,-22.28,22.8,0,-24026.112,0
15/09/2015,0,-22.28,25.6,0,-24937.632,0
16/09/2015,0.1,-22.3,26.9,0,-26803.008,0
17/09/2015,0,-22.36,28.6,0,-27829.44,0
18/09/2015,0,-22.44,27.1,0,-29021.76,0
19/09/2015,0,-22.52,24.2,0,-29511.648,0
20/09/2015,0,-22.48,20.4,0,-26267.328,0
21/09/2015,0,-22.5,19.9,0,-27500.256,0
22/09/2015,0,-22.55,19,20.8,-28181.088,2.4
23/09/2015,0.2,-22.54,18.7,18.2,-27787.104,2.4
24/09/2015,5.8,-22.56,15.9,15.4,-26486.784,2.4
25/09/2015,1.2,-22.57,16.6,16.3,-25620.192,2.5
26/09/2015,0,-22.56,18,17.4,-26234.496,2.4
27/09/2015,0,-22.61,17.6,16.7,-26028,2.4
28/09/2015,0,-22.61,17.3,16.5,-25448.256,2.4
29/09/2015,0,-22.62,17.2,16.6,-26834.976,2.4
30/09/2015,0,-22.66,16.6,15.3,-27612.576,2.4
1/10/2015,3.2,-22.61,16.2,15.7,-23602.752,2.4
2/10/2015,1.2,-22.57,19.1,18.9,-24506.496,2.4
3/10/2015,1.4,-22.57,18.4,17.8,-24546.24,2.4
4/10/2015,0,-22.62,17.7,17.4,-24778.656,2.4
5/10/2015,2.4,-22.56,20.5,20,-24928.128,2.4
6/10/2015,0.4,-22.57,21,20.7,-26005.536,2.4
7/10/2015,41.2,-22.59,18.2,17.9,-26067.744,2.6
8/10/2015,0,-22.66,18.6,18.2,-27260.064,2.5
9/10/2015,0,-22.73,16.6,16.3,-27767.232,2.5
10/10/2015,20.2,-22.6,15.7,15.3,-26251.776,2.5
11/10/2015,0,-22.6,14.6,14.2,-25371.36,2.5
12/10/2015,0.2,-22.69,14.9,14.5,-27298.944,2.5
13/10/2015,1.6,-22.64,18.3,17.7,-25084.512,2.5
14/10/2015,27.4,-22.56,18,17.6,-22602.24,2.6
15/10/2015,0.2,-22.6,16.6,16.5,-23734.944,2.6
16/10/2015,0.8,-22.72,14.9,15.2,-24782.112,2.5
17/10/2015,0,-22.77,14.9,14.9,-25723.872,2.5
18/10/2015,3,-22.72,14.7,14.8,-23512.032,2.5
19/10/2015,3,-22.6,16.2,15.9,-22759.488,2.5
20/10/2015,0,-22.62,13.2,13.9,-24113.376,2.5
21/10/2015,0,-22.69,12.9,13.1,-26091.936,2.5
22/10/2015,0,-22.77,12.7,12.5,-26271.648,2.5
23/10/2015,0,-22.83,14.1,13.8,-25812,2.5
24/10/2015,0,-22.85,15.6,15.1,-25736.832,2.6
25/10/2015,0,-22.73,11.7,11.6,-22330.944,2.5
26/10/2015,0,-22.73,11.4,10.9,-22315.392,2.5
27/10/2015,0,-22.69,13.6,13.3,-22135.68,2.8
28/10/2015,1.6,-22.71,15.6,15.4,-23315.904,3.2
29/10/2015,28.2,-22.72,14.6,14.5,-25365.312,3
30/10/2015,0,-22.86,14.9,14.1,-26551.584,2.8
31/10/2015,0,-22.97,15.1,14.7,-28470.528,2.8
1/11/2015,0,-23.06,14.7,14.5,-28653.696,2.8
2/11/2015,0,-23.04,12.1,13.9,-29211.84,2.7
3/11/2015,0,-23.04,11.1,11.3,-27593.568,2.7
4/11/2015,0,-22.94,14.5,14.1,-25838.784,2.7
5/11/2015,0,-22.91,15.3,14.9,-25440.48,2.7
6/11/2015,0.2,-22.97,12.7,12.7,-25589.952,2.7
7/11/2015,0.4,-23.01,11.4,12.2,-26523.072,2.7
8/11/2015,0,-23.06,12.5,12.2,-26512.704,2.7
9/11/2015,0,-23.02,11.4,11.7,-25646.976,2.7
10/11/2015,0,-23.02,12.3,11.9,-26390.016,2.7
11/11/2015,0,-23.05,11.1,11.1,-26626.752,2.7
12/11/2015,0,-23.05,11.7,11.6,-26093.664,2.7
13/11/2015,0.2,-23.1,8.4,8.7,-26449.632,2.7
14/11/2015,0,-23.09,12.7,12.5,-26415.936,2.7
15/11/2015,0,-23.03,11.8,11.8,-25055.136,2.7
16/11/2015,0,-23.01,11.6,12.2,-26618.112,2.6
17/11/2015,0,-23.11,9.9,9.7,-25822.368,2.7
18/11/2015,0,-23.05,12.9,12.6,-25022.304,2.6
19/11/2015,0,-23.13,9,9.1,-25910.496,2.6
20/11/2015,0,-23.04,13.9,13.6,-26218.08,2.6
21/11/2015,36.2,-22.9,13.7,13.6,-27032.832,2.9
22/11/2015,1.8,-23.15,6.3,6.1,-27218.592,3
23/11/2015,7.4,-23.25,5.4,5.3,-25168.32,2.8
24/11/2015,0,-23.21,7.3,8,-25418.016,2.9
25/11/2015,0.8,-23.05,4.4,5.7,-24289.632,2.8
26/11/2015,0.6,-23,6.1,5.9,-23662.368,2.8
27/11/2015,0.8,-23.11,6.9,6.3,-25052.544,3
28/11/2015,0,-23.21,5.1,5.3,-27708.48,3
29/11/2015,0,-23.32,5.2,5,-26766.72,2.9
30/11/2015,0,-23.32,6.7,6.5,-26651.808,2.9
1/12/2015,0,-23.3,9.2,9,-26329.536,2.9
2/12/2015,0.2,-23.32,4.8,4.6,-25599.456,2.8
3/12/2015,0.2,-23.3,5.3,5.4,-25075.872,2.8
4/12/2015,0,-23.3,9.3,9.5,-27159.84,2.8
5/12/2015,0,-23.38,7.7,8.1,-27530.496,2.8
6/12/2015,0,-23.36,8,7.8,-26197.344,2.8
7/12/2015,0,-23.37,6.5,6.8,-26690.688,2.8
8/12/2015,0,-23.35,7.4,7.4,-25195.968,2.8
9/12/2015,0.2,-23.33,7.7,7.7,-26767.584,2.8
10/12/2015,0,-23.38,8.4,7.7,-26514.432,2.7
11/12/2015,0,-23.37,4.3,4.2,-26588.736,2.7
12/12/2015,0,-23.42,5.5,5.4,-27894.24,2.7
13/12/2015,0,-23.38,6.7,6.8,-26847.936,2.7
14/12/2015,0,-23.43,3.4,3.9,-27498.528,2.7
15/12/2015,0.2,-23.5,2.9,3.2,-27381.024,2.7
16/12/2015,0,-23.49,6.5,7.6,-27420.768,2.7
17/12/2015,0.2,-23.52,3.7,4.2,-27358.56,2.7
18/12/2015,0,-23.51,4.1,4.2,-28103.328,2.7
19/12/2015,0,-23.39,7.7,7.8,-27923.616,2.7
20/12/2015,0.4,-23.41,5.4,4.7,-26624.16,2.7
21/12/2015,0.2,-23.41,3.1,2.3,-26550.72,2.7
22/12/2015,0,-23.46,6.1,5.9,-28396.224,2.7
23/12/2015,0.2,-23.47,4.9,5,-28440.288,2.7
24/12/2015,1.8,-23.48,5.6,5.7,-28899.072,2.7
25/12/2015,0.2,-23.49,7,7.2,-27603.072,2.7
26/12/2015,0.4,-23.47,3.4,2.9,-26576.64,2.7
27/12/2015,0.4,-23.47,1.3,1,-27070.848,2.7
28/12/2015,0.2,-23.49,0.4,0.3,-27610.848,2.7
29/12/2015,0.2,-23.5,1.7,1.4,-28731.456,2.7
30/12/2015,0.2,-23.54,2.9,3.6,-26685.504,2.7
31/12/2015,0.2,-23.56,3.6,6,-29775.168,2.7
1/1/2016,0,-23.56,5.1,5.2,-27325.728,2.6
2/1/2016,3.6,-23.47,6.4,6.1,-27449.28,2.7
3/1/2016,12.4,-23.39,7.3,7.1,-26686.368,3.1
4/1/2016,10.6,-23.45,7.2,6.8,-30186.432,3.1
5/1/2016,0.2,-23.51,9,8.7,-28817.856,3.1
6/1/2016,4.2,-23.52,6,5.9,-26407.296,3.1
7/1/2016,0.6,-23.56,5.8,5.4,-26738.208,3.1
8/1/2016,0.2,-23.57,11.6,11.2,-27611.712,3
